Date12[DDMMYYYYhhmm],Simulation_Period,Run,IDpoint,Tair[C],snow_depth[mm],snow_water_equivalent[mm],SWin[W/m2],Psnow_over_canopy[mm],Prain_over_canopy[mm]
11/01/2017 23:00,3,1,1,-38.131320,37.652578,5.681332,0.000000,0.000000,0.000000
12/01/2017 00:00,3,1,1,-38.837270,37.615493,5.677758,0.000000,0.000000,0.000000
12/01/2017 01:00,3,1,1,-38.891600,37.583422,5.674855,0.000000,0.000000,0.000000
12/01/2017 02:00,3,1,1,-39.244380,37.555845,5.672557,0.000000,0.000000,0.000000
12/01/2017 03:00,3,1,1,-39.536930,37.539652,5.671290,0.000000,0.000355,0.000000
12/01/2017 04:00,3,1,1,-38.829570,37.524480,5.670697,0.000000,0.000000,0.000000
12/01/2017 05:00,3,1,1,-39.568860,37.504406,5.669405,0.000000,0.000000,0.000000
12/01/2017 06:00,3,1,1,-40.068370,37.480363,5.667543,0.000000,0.000000,0.000000
12/01/2017 07:00,3,1,1,-40.438060,37.453129,5.665220,0.000000,0.000000,0.000000
12/01/2017 08:00,3,1,1,-41.279360,37.423270,5.662509,0.629785,0.000000,0.000000
12/01/2017 09:00,3,1,1,-41.585510,37.391935,5.659581,8.752989,0.000000,0.000000
12/01/2017 10:00,3,1,1,-41.367110,37.359789,5.656540,22.905319,0.000000,0.000000
12/01/2017 11:00,3,1,1,-41.540040,37.325546,5.653204,33.921819,0.000000,0.000000
12/01/2017 12:00,3,1,1,-41.433690,37.289961,5.649677,40.113883,0.000000,0.000000
12/01/2017 13:00,3,1,1,-41.476470,37.253452,5.646014,40.847937,0.000000,0.000000
